online_review_id,online_order_detail_id,user_id,online_class_id,online_review_content,online_review_date,online_review_rate
292,292,4678,31,"배송은 늦었지만 그만큼 기다린 보람은 있네요.
실물이 더 이쁩니다~~~~
최고!",2019-06-17,45
293,293,4679,31,세번째 구매예요 ,2019-05-21,50
294,294,4680,31,신어본 순간 너무 편해서 대만족입니다.디자인은 말할것도 없고 구매가격까지 벌써부터 재구매 각 뿜뿜입니다.,2019-03-31,50
295,295,4681,32,만족 발도편하고 좋습니다,2021-01-30,40
296,296,4682,32,오랜만에 맘에 드는 운동화 구매에 만족이 크네요~~~,2021-01-11,50
297,297,4683,32,하얀운동화 두번째 구매에요 강추드립니다 ,2021-01-04,50
298,298,4684,32,깔끔함,2020-12-10,50
299,299,4685,32,"신발은 이뿌고 키도 커보이고
넘깔끔하니  좋은데,
생각했던것보다
좀 딱딱한느낌?
쿠션감이 디게 좋을줄알았다는..
그래서.
별하나  빼쎄요",2020-12-08,40
300,300,4686,32,굽추가햇는데 신으니까 발목이 다보여서 불편해서 빼고 신었어요,2020-12-02,35
301,301,4687,32,"이쁜 명품박스처럼ㅡ
차곡차곡 넣어서 선물받은 느낌♡
가죽질도 부들부들
구두사이즈245운동화사이즈250신는저로썬
250딱좋네요ㅡ
쿠션도 말랑말랑하구요.
치마.바지 모두 잘어울릴각이예요☆",2020-11-25,50
302,302,4688,32,남자 여자 두켤레 주문했는데 둘다 만족하지 못했어요 사이즈 작게 주문해서 길이는 맞는듯하나 앞은 쪼이고 뒤는 헐떡여서 뒷꿈치랑 종아리도 많이 아파요,2020-11-22,20
303,303,4689,32,"발이 편안하고 착화감이 좋아요
잘 신겠습니다. ",2020-11-16,50
304,304,4690,32,이쁘네요 사이즈도 잘맞고 키높이때문에 키가 훅 커졌어요 좋으네용,2020-10-08,50
305,305,4691,33,"이제품 진짜 대박 상품!!!!
운동화보다 아주 훨씬 편해요.
가죽 질감이 고급스럽고 부드럽습니다.

다른 디자인도 만들어주세요.

이것만 신고 다닐거 같아요.^^

대만족입니다. 번창하세요~~ㅎㅎㅎ",2021-02-01,50
306,306,4692,34,"블랙 220
생각보다 빨리 배송됐어요 
기대를 너무했는지 신어보니 착화감이 조금 딱딱해요ᆢ양가죽 스웨이드라 부드러운줄 알았는데
사이즈도 조금 큰듯하고ᆢ발아플까바 살짝 걱정이 되네요 
발에 살이 없어 그런가봐요
색깔이랑 .신발은 고급스러워 보여요
정성을 담아 이쁘게 만들어주셨으니 잘 신어볼께요~
수고하세요
",2020-10-15,40
307,307,4693,34,"사진이랑 똑같아요~더하기도 빼기도없이..
발이 편하고 좋습니다.다만 새신발 증후군 뒷꿈치 약간 있어요~",2020-09-28,50
308,308,4694,36,이전에 샌들이랑 블로퍼 선물 받았어서 착화해봤더니 평발에 넓은 발볼을 가진 제 발에도 편하게 잘 맞더라구요! 할인 소식에 어머니랑 제 신발 한켤레씩 더 주문했습니다! 어머니가 브랜드별로 235-245 신으시고 발볼은 얇으셔서 사이즈 고민 하다가 38 사이즈 주문했더니 벨크로 스티치 로퍼는 앞코가 둥그렇고 널널하게 디자인 되어 길이는 여유있고 벨크로 타입으로 발볼너비에 맞춰 신을 수 있어 편하시다고 하십니다! 좋은 작품 만들어 주셔서 감사합니다 작가님 ☺️,2021-02-17,50
309,309,4695,36,"쪼글쪼글 꾸겨져 왔지만, 신다보면 쫙 펴질 것 같아요! 발 항상 250mm 신는데 39size 잘 맞아요. 넘 귀엽고 색깔 진짜 넘 사랑스러워요... 빨리 신어보고 싶습니다!!!",2021-02-16,50
310,310,4696,36,"딸이 두꺼운 양말신고 신겠다해서 한치수 큰걸로 주문했어요.
보통 양말에는 많이 넉넉한듯해요 ..
엄청 이쁘다 하네요 ..
배송도 빠르고요... 앞부분 하얗게 뭔가가 묻어있는데.. 먼지인지..물티슈로 닦으면 없어지려나요.. 그치만 일단 귀여워서..
보내주신 양말도 이쁘구여
감사합니다!",2021-01-26,50
311,311,4697,36,"아주 귀엽읍니다 ㅎ
발 사이즈가 애매해서 25-30사이고 34로 선택했어요.
(컨버스 220, 뉴발 나이키 등은 25-30)

발끝이 신발에 닿아서 살짝 작은듯하나 그냥 신었는데 신기하게 편해요 ㅋㅋㅋㅋ;;;;

다른색도 사야겠어요🤗 (다음은 35루요)",2021-01-22,50
312,312,4698,36,귀여워서 눈여겨 보다가 메리제인 주문하면서 같이 주문했어요 ㅎㅎ 너무 귀여워요 ㅜㅜ 저는 워낙 많이 걸어다녀서 밑창을 덧대야 오래 신을수 있을거같아요 ㅎㅎ  가죽 메리제인이 제 발에는 더 편한거 같은데 디자인은 이 로퍼가 더 이쁘네요 ㅎㅎ,2021-01-05,50
313,313,4699,36,사리슈즈 두번째 구매에요! 메리제인 운동화 삿다가 편하고 디자인도 안질리고 잘 신어서 이 로퍼도 구매했습니다 확실히 메리제인보다 캐쥬얼하게 신을 수 있는 점은 좋아요 근데 한가지 아쉬운점은 길이랑 발볼 치수는 잘 맞는거같은데 발등을 잡아주는 힘이 부족해서 신발이 살짝 헐떡거려요ㅜㅜ 발등부분에 밴드? 같은거 덧대서 제작하시면 좀 덜하지 않을까 싶습니다! ,2020-12-28,50
314,314,4700,36,엄청 예뻐여 ㅠㅠㅠ 지금 날씨에는 색이 너무 튀지만 봄 여름 가을에는 엄청 신고 다닐거에요....!!,2020-12-12,50
315,315,4701,36,신발 사이즈랑 색상때문에 고민많이했는데 색상은 고동색으로 시켰다가 ㅠㅠ 사이즈가 좀 넉넉하게나와서 교환했어요 교환과정에서 색상도 변경했는데 너무 감사하게 변경해주셨네용 다른분들  다 귀엽다고 구래용:) 예뿌게신을께욤,2020-12-11,50
316,316,4702,36,"너무 귀엽지 않나요ㅎㅎ
금요일에 주문해서 오늘 바로 받았어요!
배송도 완전 빠르고
택배도 얼마나 귀엽게 왔는지~

처음 상자 열었을 땐
작을까봐 많이 걱정했는데
발볼 살짝 넓은 235 충분하네요ㅎㅎ

귀여워요~
진작 살 걸!

양말 고맙습니다! 
신발만큼 엘~레강쓰하네요ㅎㅎㅎ",2020-12-07,50
317,317,4703,36,"여기서 신발 4개째 구매했어요

맨 처음에 샀던 블로퍼 두개는 바닥이 좀 딱딱하다고 느껴졌는데 뒤로갈수록 더 편한신발이 나와서 너무 좋아요

디자인은 말할것도 없고 저는 발볼이 넓고 발등도 높은타입인데 발길이는 등.볼에 비해 많이작은 편이라 보통 운동화들은 발 길이에비해 두사이즈를 업해서 신는편인데 사리슈즈는 전체적으로 발볼이 낭낭하게 나와서 너무좋아요♡♡♡ 동글동글한 앞코덕분에 운동화신을때 느껴지는 새끼발가락이 눌리는 느낌도 없어요!

바닥이 운동화처럼 푹신하진않지만 조금만 걸어도 발가락아래 발바닥쪽에 물집이 잡히진 않아요!(첫 블로퍼는 그렇게 물집잡혀서 부분깔창을 깔았는데! 개선된거같아요)
신발 자체의 무게가 굉장히 가벼워서 발에 부담도 적어요

사이즈 문의를 하면 항상 꼼꼼하게 답해주시고 너무 좋습니다...♡

제주도에서 오지만 배송도 굉장히 빠르구요. 
같이 온 양말도 너무 귀여워요! 같이 신으니까 더 귀엽더라구요♡
월급받으면 가죽메리제인도 살거에요!!!!

원래 아이디어스 알람꺼놓는데 여기 소식뜨면 바로보려고 알람도 켜놨네요ㅋㅋㅋ!",2020-12-06,50
318,318,4704,37,예상했던대로 멋집니다~~감사해요^^,2017-01-02,50
319,319,4705,38,고민 고민해도 사고 싶어서 결국엔 주문했죠.. 주문한거 후회하지 않습니다!!!! 신발 너무 귀엽고 가벼워요. 제가 발볼이 넓은 편인데 두꺼운 양말 신고 신어도 괜찮네요!! 그리고 착화감도 너무 좋아요 그리고 옷색을 타지 않아서 더 좋아요.,2021-02-09,50
320,320,4706,38,"너무 예뻐요 사이즈 미스로 교환했는데 친절히 응대해주셔서 감사합니다ㅡ 
 바꾼 사이즈 딱 맞아요 잘신고 다니겠습니다.",2021-02-08,50
321,321,4707,38,배송이 연휴 감안해서 좀 늦게 오겠다 싶었는데 무척 빨리 왔어요~ 함께 보내주신 양말이랑 같이 신어봤는데 따뜻하고 발이 포근해서 좋습니다~,2020-12-27,50
322,322,4708,38,귀여워요 ㅠㅠ 한치수 작은것으로 주문할걸 아쉽지만 두꺼운 양말과 함께 겨울에도 잘 신고 다니고 있어요~~~!!,2020-12-12,50
323,323,4709,38,"오래전부터 눈여겨보다가 첫주문했는데 후회없는 소비였어요ㅎㅎ 
정사이즈로 사니까 맨발로 신기에도, 두꺼운 겨울 양말 착용하고 신기에도 딱 좋아요! 품절된 사이즈 재입고 되면 다른 색상으로도 구매하려구요!",2020-12-02,50
324,324,4710,38,"진짜 몇 달 전에 너무 이뻐서 꽂혀서 살까 말까 고민하다 쿠폰이 생겨 구매했는데 매우 만족해요!!! 진짜 짱 이뻐요!!
작가님한테 문의도 많이 했는데 친절하게 답변해 주시고♡ 사시려고 고민하시는 분들
사셔도 돼요 후회 안 해요!!!!
",2020-11-30,50
325,325,4711,38, 원래 사려던 사이즈가 품절이 되서 고민하다가 연락드렸는데 친절하게 답변도 잘해주시구 딱 맞는 신발을 샀어요!! 너무 예쁘고 잘 어울린다고 주변에서 막 칭찬해줘서 기분이 정말 좋아요🤗🤗 예쁜 신발 만들어주셔서 감사하구 다음 신발도 기대할게요❤❤🥰,2020-11-26,50
326,326,4712,38,"아이디어스에서 후기 잘 안 쓰는데 감동받아서 리뷰 남깁니다. 발 볼은 넓은데 운동화말고 구두스러운 걸 찾다가 사리슈즈다 싶어 차콜 샀었고, 너무 좋아서 이번엔 브라운도 샀습니다. 예쁘 니트양말이 단순 서비스가 아니라 재구매라는걸 기억하고 챙겨주신점이 놀람+감동 포인트네요.감사합니다.",2020-11-22,50
327,327,4713,38,"사리슈즈 전부터 눈독만 들이고있다가 이제는 사야지! 싶어서 샀어요ㅎㅎ
일단, 제주도에서 오는 배송이 이렇게 빨랐나요...? 수요일 늦은 밤에 주문했는데 다음날 목요일 아침에 바로 발송해주셔서 금요일 낮에 받았어요!

그리고 발볼이 너무 넓어보이는 것 같기도하고, 사이즈 오류나면 어떡하나 걱정도 했었는데, 웬열 걱정할 필요가 없었어요( ˃̣̣̥᷄⌓˂̣̣̥᷅ ) 진짜 너무 귀염뽀짝깜찍하고, 예뻤고, 발볼 전혀 안넓어보여요!!!
발볼이 좁은편이라서 발볼부분이 조금 남기는 하지만 발등 사이즈에 맞게 조절해서 고정할 수 있어서 신발이 덜렁거리거나하지 않았어요. 그래서 사이즈도 딱 잘 맞았답니다 ꈍ◡ꈍ

오자마자 착용해보고 너무 예뻐서 바로 신고나갔어요(´▽`ʃƪ)♡
친구들도 신발 귀엽다고, 완전 찰떡이라고 칭찬도 엄청 많이 받았답니닿ㅎㅎ하항

또, 너무 너무 가벼워서 신발 안 신은 것 같은데다가, 오래신어도 다리와 발이 아프거나 힘들지도 않아서 너무 잘 신고 다녔어요ෆෆෆ
금요일에 배송받았는데 금토일 3일 내내 신고 나갔어요ㅎㅎ

치마, 바지 상관없이 잘 어울려서 코디하기도 편하고, 특히 아이보리, 베이지, 브라운, 블랙 이런 색들이랑 너무너무 잘어울려서 가을에 제 발인 것처럼 신고 다닐 수 있을 것 같아요٩(ˊᗜˋ)و

최근 구매한 것들 중 가장 합리적이고, 실용적이며, 마음에 쏙 드는 소비였다고 자부합니다! 진짜 정말 너무 마음에 들어용⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝
이제 저한테 맞는 사이즈도 알았으니 조만간 다른 색들도 사서 거의 매일 사리슈즈만 신고 다닐지고 몰라요𐌅𐨛𐌅𐨛𐌅",2020-11-16,50
328,328,4714,38,"두번째구매인데
이번에는 잘어울리는 양말도 주셨어요!!

이번에도 신발은 너무 예뻐요 ㅠㅡㅠ
반스 220신고 34사이즈 딱 맞습니당~!",2020-11-11,50
329,329,4715,40,"너무 고급스럽고 예뻐요
길들여지면 가죽 더 예뻐질것 같아 기대됩니다
지금은 겨울이고 눈이내려서 못신고있지만
다가올 봄, 여름에 매일 신어질 신발이에요~

사이즈는 평소 정235인데
발에 살이 없어서 230으로 주문했어요
맨발로 아주살짝 넉넉하니 잘 맞았어요

어느 옷차림에도 잘 어울릴것 같아요
좋은신발 감사합니다^^
",2021-01-14,50
330,330,4716,40,"독특한 디자인이 마음에 들어 구입하게 되었어요.
직접 신은 걸 보니 깔끔한 핏이 👍
신발 주인은 남성, 평소 사이즈는 구두 255, 운동화 260이며 칼발입니다. 
사이즈 문의 후 260으로 선택했어요.
(양말 신고 신을거라 조금 커도 상관없겠다 싶었고, 끈을 조여 신으면 될 것 같았거든요.)
양말 신고 신으니 딱 맞다고 하네요. 하루 신어본 결과 특별한 불편함은 없었다고 해요. 신발이 일단 가볍고 쿠션이 있어 편하다고 하네요.
멋지게 만들어주셔서 감사합니다🤗
X자 샌들 디자인도 나오면 좋겠어요.
아무튼 여름 겨냥 샌들 디자인도 고대하겠습니다🙂",2020-03-19,50
331,331,4717,40,이쁘네요.,2020-02-22,50
332,332,4718,41,너무 꼼꼼하게 포장도 잘되어있고 하자없이와서 조아요 너무이쁘네요,2021-02-16,50
333,333,4719,41,친구한테 선물로 줘서 사진은 없어요ㅠㅠ! 그런데 포장은 너무 예쁘게 잘 왔고 친구도 마음에 든다고 엄청 좋아해줘서 기분이 좋았어요ㅎㅎ 제 것도 사고 싶은 마음이 큽니다ㅠㅠ 다음에 기회가 되면 또 살 예정입니다!!,2021-02-09,50
334,334,4720,41,"생각보다 재는 바깥으로 많이 떨어져서 주신 빈티지영문종이는 받침대로 쓰고있습니당 ㅎㅎㅎ 
그래도 배송도 빠르고 선물로 친구꺼하나 같이 주문했는데 너무 맘에든다고 좋아하네요 ㅎㅎ 인센스 킬맛나용!",2021-02-04,50
335,335,4721,41,선물했는데 좋아해주셔서 너무 좋아요!,2021-02-04,50
336,336,4722,41,"너무감사합니다! 
배송받으면서 약간의 깨짐이있어 24시간 내에 알려드렸더니 작가님이 천사같이ㅜ바로 교환해
주시겠다며 배송 보내주셨어요 
데코하기도 좋게 예쁜 영문프린트와 인센스샘플까지
주셔서 향피우는 오늘 넘기뻣네요🥰❣",2021-02-03,50
337,337,4723,41,누나한테 집들이 선물로 선물했는데 너ㅇㅓㅇㅓㅇㅓ무 좋아했어요! 향도 좋더라구요~^^ 좀 더 다양한 작품 나오길 기대하겠습니다!!!!,2021-01-28,50
338,338,4724,41,"오자마자 뜯어서 향 켜봤는데 너무 조아용 ㅠㅠ 뭔가 차분해지는 기분 ㅎㅎ 포장도 꼼꼼하게 해주시고 사은품까지!!..친구 선물사면서 제것도 같이 시킨건데 친구가 조아할생각하니 벌써 행복하네용~ 제품 퀄리티도 너무 좋고 평소에 흔한 나무 홀더 가지고 싶지 않아서 고민중이였는데 흔하지 않은 인센스홀더 짱이에용~ 감성인테리어에도 좋고 감성뿜뿜한 친구한테 선물 하면 너무 좋을거같아요 ㅎㅎ
작가님 감사합니당~",2021-01-28,50
339,339,4725,41,보내주신 인센스스틱도 좋구요. 오브제도 너무 예뻐요🙂,2021-01-28,50
340,340,4726,41,선물하려고 산건데 상자 뜯어보자마자 좋은향기나서 풀어헤칠뻔했습니다 담달에 첫자취용품살거라 제꺼 또 살겁니다 ㅡㅡ,2021-01-27,50
341,341,4727,41,"너무 이뻐요!!
샘플로 보내주신 인센스 향이 너무 좋아서 이것도 구매하고 싶네여ㅎㅎㅎ 사진과 똑같고 그동안 받침이 없어서 못쓰고 있었는데 하루에 하나씩 피워야겠어요💕",2021-01-26,50
342,342,4728,42,너무 너무 예뻐요 진짜 반짝이고 영롱하니 이뻐요 그런데 받침이 너무 허술한거 같아서 그거만 좀 아쉽네요,2021-02-20,40
343,343,4729,42,너무 예뻐요 !!! 친구도 맘에 들어합니당 ㅎ ㅎㅎ,2021-02-20,50
344,344,4730,42,"은하계랑 순록, 별자리 중 고민햇는데 결국 이거 시켯어요. 생각보단 수수한 느낌? 달 사는게 나을것 같으니 달 사세요. 전 다음에 순록 사봐야죠.",2021-02-18,40
345,345,4731,42,"저번에구매하고 맘에들어서
칭구 선물줬는데 맘에든대요 ㅎ ㅎ 
잘때 이거하나켜놓으면 세상 예쁩니당",2021-02-16,50
346,346,4732,42,생각했던거보다는 작은데 정말 예쁘네요~,2021-02-12,50
347,347,4733,42,조카생일선물입니다ㆍ설날때  주려구요ㆍ이쁩니다,2021-02-10,50
348,348,4734,42,"여자친구가 세상 예쁘다고 좋아라 하네요 ㅎㅎ 저도 같이 틀어서 봤는데 진짜 이뻤어요
담엔 제꺼 구매하러 오겠습니다 ㅎㅎ",2021-02-10,50
349,349,4735,42,장난감같을까봐 살짝 걱정 했는데 완전 묵직하고 고급지게 예쁩니다ㅜㅜㅠ 밝기 조절되는 것도 너무 조아요! ,2021-02-10,50
350,350,4736,42,선물용으로 샀는데 받은 사람이 엄청 만족해하더라구요~ 뿌듯합니당~,2021-02-09,50
351,351,4737,42,친구 선물해줄거라 사진은 못찍었는데 진짜진짜 이쁩니다ㅠ 영롱해요. 진짜 크리스탈이라 그런지 무게감이 있는데 오히려 좋습니다😍 다음에 또 시킬 것 같네요 :),2021-02-06,50
352,352,4738,43,"선물 드렸는데 매우 만족하셨습니다..!!
작품이 의미가 있고 너무 잘 만드셔서 이 페이지도 공유했답니다 ㅎ.ㅎ

선물받자마자 거셨는데 어스름 해질 무렵인데도 방 안으로 빛이 예쁘게 퍼져서 너무 좋았다고 하더라고요. 다음에 놀러가서 구경해보려고요!!!

감사합니다. 🤗",2021-02-05,50
353,353,4739,43,독특합니다. 다른 션캐쳐들 사이에 존재감 뿜뿜이네여. 빛이 들어 올 때가 기대 됩니다,2021-01-29,50
354,354,4740,43,"<별이 빛나는 밤에> 썬 캐쳐(사진)를 선물 받고, 너무 맘에 들어서 <최후의 만찬> 썬 캐쳐를 이번에 구입해서 지인에게 선물했어요. 저만 조심스레 비닐에 싸인 붉은 빛의 썬 캐쳐를 엿보았는지라 사진은 <별이 빛나는 밤에> 썬 캐쳐로 대신합니다. 주는 저도 받는 사람도 너무 만족한 선물 되었어요! 담번엔 다른 작품들 사서 모으고 싶네요. 선물 주기 너무 좋은 예쁜 작품들이라 앞으로도 애용하려고요. 작가님께서 명화로부터 영감 받아 만드시는 작품들이 너무 좋습니다. 번창하세요~!",2021-01-27,50
355,355,4741,43,"빛이 흩어지는 모습이 너무 예뻐요..
구매글 사진 속의 빛에 홀려 구매하게 되었는데 정말로 빛이 예쁘게 흩어지네요.
제 방은 남향이라 밝아서 잘 안보이긴 하지만.. ㅎㅎ
블라인드 끄트머리에 걸어두면 작게나마 그림자 방향으로 빛이 퍼지네요. 조금 아쉽지만 그래도 볼 수 있는게 어디냐며 잘 걸어두고 있습니다.
첫번째 사진은 벽에 걸었을때 찍은 건데, 빛 퍼짐이 어찌나 예쁘던지! 너무너무 만족스러웠어요.
요즘 같은 시국에 이 썬캐쳐가 작은 행복을 가져다주네요.
이제 우울할때는 빛멍해야겠어요..
잘 쓸게요 감사합니다.
작가님 친절한 메시지도 감사드립니다. 새해복 많이 받으시고 더욱 번창하시길..👍",2021-01-11,50
356,356,4742,43,너무 이뻐요!!,2020-12-18,50
357,357,4743,43,예뻐용 명화랑 같이 놓으니까 미술관같아요ㅎㅎㅎ,2020-12-17,50
358,358,4744,43,"매립등이랑 결합해보았아요
다들 너무이뻐서 여기서만 5개 샀네요ㅋㅋㅋ
정말이뻐요",2020-12-10,50
359,359,4745,43,"처음 썬캐처를 구입하기까지 많은 제품을 봤는데, 보면 볼 수록 클래식한게 더 눈에 밟혀, 먼저 선물할 생각으로 구입했어요.. 받자마자, 넘 궁금해서 뜯어서 보는 순간.... 그냥 홀딱 반했어요... 작기에,  더 아름답고 정교하다고 할까요?? 다음날에도 계속 넋놓고 봤어요... 이건 제가 해야 겠어요.. 거실에도 방에도, 집에 키우는 큰 나무에도, 그리고 차박할때도 걸어놨는데... 중앙 레드 보석이 레이저를 쏘듯, 그냥 작품이예요.. 은은하게 때론 강렬하게 빛을 발해, 발길을 사로 잡아요... 직광을 받을땐, 그 주변이 레인보우 색을띄우며, 환상적이예요.. 친구도 캠핑하면서 이쁘다고, 무척 좋아하네요~^^ 
글로 다 표현하기엔 역부족이예요... 정말 맘에 들어요!!! 
아름다운 작품 감사드려요~^^",2020-11-10,50
360,360,4746,43,"드디어!! 9월달부터 기다리고 기다리다.
주문!! 
짜잔 ~♡
오늘 아침에 도착하자마자 창가에 달았어요 ^^
이뻐요 ~ 
햇살쨍 ~ 하면 ! 거실이 반짝반짝 ^^
너무 만족합니다.",2020-10-15,50
361,361,4747,43,"선물 한건데 ^^ 
사의즈가 조금 작다고 ㅎㅎ 
그래도 이쁘다고 했어요 ~ 
감사합니다.",2020-10-15,50
362,362,4748,44,최고예요 감사합니다 ^^,2021-02-19,50
363,363,4749,44,귀엽고 깜찍~~ ,2021-02-18,50
364,364,4750,44,"아이들방에 각자 하나씩 해줄려고 샀어요
남매인데 각자 색 고르라고 해서 사줬는데 실물보고 너무 귀엽다고 좋아하네요 ^^
휴지 넣는것도 간단하고 편해서 좋아요
디자인이 귀여워서 아이방 인테리어에도 딱인듯해요👍",2021-02-17,50
365,365,4751,44,"넘 귀여워요 
이사한 언니에게 선물 했는데 마음에 들어하네요
다음에 저희집에도 하나 장만 해야겠어요
감사합니다 :)",2021-02-08,50
366,366,4752,44,사진처럼 너무 귀여워요,2021-02-08,50
367,367,4753,44,넘 기여워용!!! 친구 선물로 줬는데 생각보다 휴지심 빼기가 힘들다고 해서 잘 안쓰일까봐 걱정이긴 하네요.. 그래도 귀여우니 좋습니당😊,2021-02-05,45
368,368,4754,44,"너무 예뻐요♡♡♡♡
안감도 도톰해서 휴지없이도 혼자 잘 서있더라구요 ㅎㅎ
휴지심 빼는데 애먹었지만...
안에 휴지 쏙 넣어놓고보니 너무 뿌듯♡♡
보면볼수록 귀여워요 ㅠ ㅠ
함께 보내주신 엽서도 귀욤귀욤해서 냉장고에 붙여놨어요 ㅎㅎㅎ
잘 사용할게요:)",2021-02-04,50
369,369,4755,44,"*^^*정성스럽게 포장해서 배송이 왔네요♡
귀욤♡앙증♡행복♡ ㅎㅎ이쁘게 잘 쓸께요~ 너무 마음에 들어요^^!!!!",2021-02-02,50
370,370,4756,44,진짜 귀엽고 심플해요 남편도 귀엽대요♡,2021-01-31,50
371,371,4757,44,"아이디어스에서 처음으로 구매해본 휴지케이스인데 너무마음에들어요ㅎㅎ사랑스럽구 이쁘네요☺️
택배오자마자 휴지심빼서 바로침대옆에두니 따뜻한느낌물씬ㅠ💓
뭔가 견고하다고해야할까요 허접한그런느낌 전혀없어요
정말 너무 마음에듭니다🥲",2021-01-27,50
372,372,4758,45,두 번째 구매예요! 나머지는 선물이라 풀어보지 못했지만 고양이 너무너무 예뻐요 :),2021-02-18,50
373,373,4759,45,"엄마가 작은 다육이를 좋아하셔서 종류별로 구매해서 선물 해 드렸는데 엄청 좋아하시고 여기저기 자랑하셔요~
엄청 귀여워요!!!",2021-02-12,50
374,374,4760,45,친구 선물로 구매했는데 직접 보진 못했지만 넘 귀여워요 감사합니다!!😀,2021-02-03,50
375,375,4761,45,폭풍성장했어요 ㅜㅇㅠㅋㅋㅋㅋㅋ꺅,2021-01-29,50
376,376,4762,45,"귀염뽀짝 너무 귀여워요~~
선물할건데 벌써 기분 좋네요^^",2021-01-22,50
377,377,4763,45,"너어어무 귀여워요ㅠㅠㅠ
제 생각보다 더 쪼꼬미였네요
그래서 더 귀여운듯합니다...❤️
늠름하고 당당해보여요🐥
그루트도 친구가 생겨서 기뻐하는것 같아요☺️",2021-01-21,50
378,378,4764,45,"꼼꼼한  포장  덕분에  배송 잘도착했네요~
너무너무  귀엽고  깜찍한  다육이네요~^♡^~
선물받고 너무너무  좋아하셨어요~
다른  모양두  있으면  더  주문할꺼같아요~
부엉이 모양으로  큰거.작은거.있으면
좋겠어요  
작가님~
새로운  모양들 기대됩니다~^♡^~
",2020-12-25,50
379,379,4765,45,친구 선물로 산건데 아진짜 너무 귀여워욬ㅋㅋㅋㅋㅋㅋ 저두 하나 사야할까봐요,2020-12-16,50
380,380,4766,45,"모니터에 회사전산시스템 켜져있어서 호다닥 손으로 가리고 찍었네요 ㅎㅅㅎㅋㅋ
모니터 선반에 올려두니 사이즈가 딱인 듯도 하고 한마리 더 입양해야하나 생각도 들고 그르네용!!
어쨌든 매우 귀엽습니다 -/////-♥",2020-12-16,50
381,381,4767,45,월급 받자마자 구매한 오리친구인데 오래 기다린 만큼 너무 만족스러워요 🥰 고민하지 마시고 바로 구매하세요! ,2020-12-13,50
382,382,4768,46,"주문한지 13일만에 왔네요.
깔판은 튼튼한거같아요.
매트리스만 깔았는데 좋습니다.
배송비가 개당으로 2만5천원씩
2개했더니 5만원으로 넘 사악해서 별 하나 뺐습니다.
",2020-04-03,40
383,383,4769,46,예쁩니다,2020-03-02,50
384,384,4770,46,"흔들림이나 삐걱되는 소리도 없고 잘 사용중입니다 
중간에 제 과실로 파손되었는데도 친절히 교환AS도 해주시고 감동입니다
나무도 원목이라 건강해지는 느낌적인 느낌입니다 ㅋㅋ
전 싱글사이즈인데 천한사람 한명, 주인냥님 2분과 붙어서 잘 사용하고 있어요 ㅋㅋ",2019-11-28,50
385,385,4771,46,"
제 블로그에 후기 올려 놨구요 https://m.blog.naver.com/rkgusrhdwn03/221649046579

태풍오고 추석 시즌인데 9월 5일날 주문하고 11일날 받았어요
사진과 똑같구요 
무게는 아주 무거워서 저는 들고다니질 못하고 바닥에서 끌고 조금 움직일 수 있었어요
제품은 마음에 꼭 듭니다
마감도 잘해주셔서 가시 같이 거친 부분도 없었구요
제 사정상 접었다 폈다 해야한다니까 경첩도 하나 더 붙여 주시겠다고 문의 드린 답변을 친절히 달아주셨어요  
지방이라 배송비가 3만원인걸 감안해도
제가 검색한 비슷한 제품중 여기가 제일 저렴했구요   
태풍 링링이 오는 동안 배송 됐는데 박스가 젖거나 망가진곳 없이 기사님께서 잘 배송해주셨어요
재구매 생각 있어요 
좋은 제품 잘 구매한것 같아요^^",2019-09-15,50
386,386,4772,46,"기사아저씨와 시간이 안맞아서 좀 늦게 배송받긴 했지만
역시나 제품은 마음에 들어요 :) 잘쓸게요",2019-07-01,50
387,387,4773,47,뽁뽁이로 포장 잘 되어서 왔어요 ㅎㅎ 선물용이라 주기 직전에 까서 주려고요 ㅎㅎ 동봉해주신 섬유향수는 제가 날름 ㅎㅎㅎ 기분전환되고 좋아요,2021-02-18,50
388,388,4774,47,예쁘고 좋아요~~~,2021-02-18,50
389,389,4775,47,저번에는 에이프릴 프레쉬 했다가 클린코튼 시향해보고 너무 제 스타일이여서 클린코튼으로 재주문해요💓 시향하고 싶은 거 말씀드리니까 전부 보내주시고ㅠㅠ 감사합니당! 저는 클린코튼으로 정착할게요👏👏👏,2021-02-17,50
390,390,4776,47,"선물로 줘서 사진은 없어요ㅜ
향기가 좋다네요ㅎㅎㅎ
디자인도 이쁘고요 말이죠ㅎㅈㅎㅎ",2021-02-14,50
391,391,4777,47,"친구 선물로 줬는데 선물포장을 너무 이쁘게 해주셔서 감사했어요!!
구성품들도 좋고 친구가 너무 고맙다고 인증샷 보내주네요
좋은 물건 보내주셔서 감사합니다~",2021-02-10,50
392,392,4778,47,친구 선물 고르다가 너무 마음에 들길래 제 것도 주문했는데 에이프릴 프레쉬 향기 진짜 좋아요! 사은품으로 보내주신 방향제와 향수 냄새도 정말 좋네요 ㅎㅎ,2021-02-09,50
393,393,4779,47,"친구 생일선물로 구매했는데 포장이 넘 고급스러워요 향은 아직 잘 모르겠지만 좋을 것 같은 그런 느낌적인 느낌이 듭니다,, 전체적으로 아주 만족해요 굿",2021-02-09,50
